,phi,rho,te,s
8013,1.17,0.079,16934.8376097673,10000.0
8014,1.175,0.079,17004.747473706848,10000.0
8015,1.18,0.079,17071.998778999892,10000.0
8016,1.185,0.079,17136.85465010344,10000.0
8017,1.19,0.079,17199.502171143293,10000.0
8018,1.195,0.079,17260.121714908204,10000.0
8019,1.2,0.079,17318.868137556845,10000.0
8020,1.205,0.079,17375.89583088791,10000.0
8021,1.21,0.079,17431.296343396698,10000.0
8022,1.215,0.079,17485.21422960104,10000.0
8023,1.22,0.079,17537.73581306882,10000.0
8024,1.225,0.079,17588.941493502414,10000.0
8025,1.23,0.079,17638.921993700715,10000.0
8026,1.235,0.079,17687.739795129222,10000.0
8027,1.24,0.079,17735.489106672427,10000.0
8028,1.245,0.079,17782.210568688854,10000.0
8029,1.25,0.079,17827.945071821836,10000.0
8030,1.255,0.079,17872.773878149095,10000.0
8031,1.26,0.079,17916.731774041633,10000.0
8032,1.2650000000000001,0.079,17959.874671924466,10000.0
8033,1.27,0.079,18002.21044404224,10000.0
8034,1.275,0.079,18043.806543576404,10000.0
8035,1.28,0.079,18084.685850988903,10000.0
8036,1.2850000000000001,0.079,18124.89700150669,10000.0
8037,1.29,0.079,18164.43442499394,10000.0
8038,1.295,0.079,18203.35019304872,10000.0
8039,1.3,0.079,18241.673057723063,10000.0
8040,1.305,0.079,18279.421657613042,10000.0
8041,1.31,0.079,18316.605647025346,10000.0
8042,1.315,0.079,18353.27359812443,10000.0
8043,1.32,0.079,18389.41122328041,10000.0
8044,1.325,0.079,18425.081365195496,10000.0
8045,1.33,0.079,18460.274404252832,10000.0
8046,1.335,0.079,18495.01104392176,10000.0
8047,1.34,0.079,18529.27977618076,10000.0
8048,1.345,0.079,18563.144527272885,10000.0
8049,1.35,0.079,18596.591626030582,10000.0
8050,1.355,0.079,18629.654842244294,10000.0
8051,1.3599999999999999,0.079,18662.307201271167,10000.0
8052,1.365,0.079,18694.602425181743,10000.0
